id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,label
1618,1.309941,tcp,smtp,FIN,40,22,32290,1906,46.566981,62,252,192271.25,11115.00391,17,8,33.58823,58.600668,2221.139146,69.071039,255,3043646390,3734243505,255,0.115295,0.044286,0.071009,807,87,0,0,3,1,1,1,1,1,0,0,0,2,1,0,1
1619,0.000007,narp,-,INT,2,0,200,0,142857.1409,254,0,114285712,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,3,3,3,5,0,0,0,3,5,0,1
1620,0.25472,tcp,http,FIN,10,16,854,15200,98.146984,62,252,24152.00977,447550.25,2,6,28.302222,16.304666,1351.171233,1446.570295,255,2513347685,4084373535,255,0.055592,0.00855,0.047042,85,950,1,7013,1,1,1,1,1,1,0,0,1,1,1,0,1
1621,0.000008,argus,-,INT,2,0,180,0,125000.0003,254,0,90000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1622,0.709722,tcp,-,FIN,20,30,1118,21470,69.041119,62,252,11982.15625,233950.7656,6,13,37.35379,24.169449,1855.53539,1578.437285,255,3093599003,2508076041,255,0.053939,0.007972,0.045967,56,716,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
1623,1.591541,tcp,smtp,FIN,64,26,64218,2100,55.920644,62,252,317754.9063,10153.68066,29,8,25.66879,62.249,2060.195484,76.278773,255,1367326298,3887596679,255,0.095864,0.035313,0.060551,1003,81,0,0,3,1,2,1,1,2,0,0,0,3,1,0,1
1624,0.000007,swipe,-,INT,2,0,200,0,142857.1409,254,0,114285712,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,3,3,3,5,0,0,0,3,5,0,1
1625,0.000008,argus,-,INT,2,0,180,0,125000.0003,254,0,90000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1626,0.675059,tcp,-,FIN,10,8,564,354,25.182983,254,252,6020.214355,3673.75293,2,1,73.409889,89.72343,5613.46721,128.608984,255,3921906210,3260559447,255,0.09471,0.046989,0.047721,56,44,0,0,14,1,1,1,1,1,0,0,0,3,2,0,1
1627,0.000003,udp,-,INT,2,0,168,0,333333.3215,254,0,224000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,84,0,0,0,5,2,2,1,1,2,0,0,0,3,1,0,1
1628,0.000007,swipe,-,INT,2,0,200,0,142857.1409,254,0,114285712,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,3,3,3,5,0,0,0,3,5,0,1
1629,0.734332,tcp,smtp,FIN,22,20,5760,1856,55.833055,62,252,59907.50391,19217.46484,8,8,34.926763,36.286578,1836.656688,41.916293,255,2818611461,1936397882,255,0.067219,0.044883,0.022336,262,93,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
1630,0.000003,bbn-rcc,-,INT,2,0,180,0,333333.3215,254,0,239999984,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1631,0.000007,swipe,-,INT,2,0,200,0,142857.1409,254,0,114285712,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,3,3,3,5,0,0,0,3,5,0,1
1632,0.26241,tcp,http,FIN,10,10,928,3676,72.405773,62,252,25486.83203,100880.2969,2,3,29.156667,26.069222,1497.452028,2059.882477,255,2475793913,3353610539,255,0.073501,0.015038,0.058463,93,368,1,1398,1,1,1,1,1,1,0,0,1,1,1,0,1
1633,0.000003,bbn-rcc,-,INT,2,0,180,0,333333.3215,254,0,239999984,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1634,0.696376,tcp,ssl,FIN,12,10,1280,2056,30.156121,254,252,13486.9668,21264.37305,3,3,63.306911,74.001555,3271.537283,129.72832,255,124440849,4027783734,255,0.06396,0.029629,0.034331,107,206,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
1635,0.681699,tcp,-,FIN,10,8,564,354,24.937693,254,252,5961.575684,3637.969482,2,1,74.246111,95.07543,5576.349439,143.07,255,3642115140,1832898887,255,0.065654,0.016161,0.049493,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
1636,0.000003,bbn-rcc,-,INT,2,0,180,0,333333.3215,254,0,239999984,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1637,0.282892,tcp,http,FIN,10,6,846,268,53.023771,254,252,21548.86133,6334.573242,2,1,30.518667,45.790602,1543.415784,67.435086,255,3160564181,1640859183,255,0.087537,0.05393,0.033607,85,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1
1638,0.000008,ipv6-no,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,1,1,1,6,0,0,0,1,6,0,1
1639,0.196087,tcp,http,FIN,10,6,892,268,76.496656,254,252,32760.96875,9138.800781,2,1,19.724,37.052,1044.068804,60.392516,255,3297193841,1091771927,255,0.056476,0.010818,0.045658,89,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1
1640,0.000009,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,84,0,0,0,9,2,1,1,1,1,0,0,0,2,1,0,1
1641,0.000003,bbn-rcc,-,INT,2,0,180,0,333333.3215,254,0,239999984,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1642,1.462943,tcp,pop3,FIN,38,146,1744,169960,125.090318,62,252,9290.861328,923049,7,71,39.538999,9.969558,1926.299936,981.211453,255,3609691552,2746936720,255,0.078074,0.016988,0.061086,46,1164,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
1643,0.000008,ipv6-no,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,1,1,1,6,0,0,0,1,6,0,1
1644,0.548247,tcp,-,FIN,10,8,566,354,31.007923,254,252,7441.901367,4523.508789,2,1,59.036667,70.63757,3835.337772,113.474031,255,2501084015,2074040642,255,0.097786,0.053781,0.044005,57,44,0,0,12,1,3,3,2,11,0,0,0,3,11,0,1
1645,0.000003,bbn-rcc,-,INT,2,0,180,0,333333.3215,254,0,239999984,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1646,0.57752,tcp,smtp,FIN,14,10,4892,590,39.82546,254,252,62931.15234,7355.589355,4,3,44.424617,61.728777,3013.871443,108.030922,255,3238257901,2224384646,255,0.079999,0.021169,0.05883,349,59,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
1647,0.000008,ipv6-no,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,1,1,1,6,0,0,0,1,6,0,1
1648,0.227239,tcp,http,FIN,10,6,1138,268,66.009796,254,252,36085.35547,7885.970215,2,1,25.248778,40.562801,1272.027132,75.888102,255,2284266731,4246075921,255,0.062483,0.012926,0.049557,114,45,1,0,1,1,1,1,1,2,0,0,1,1,1,0,1
1649,0.235617,tcp,http,FIN,10,8,784,1228,72.150992,62,252,23971.10547,36499.91406,2,2,26.089222,31.234857,1400.185886,56.445797,255,3798968528,1078782191,255,0.04958,0.016964,0.032616,78,154,1,205,1,1,1,1,1,1,0,0,1,1,1,0,1
1650,0.000003,bbn-rcc,-,INT,2,0,180,0,333333.3215,254,0,239999984,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1651,0.000008,ipv6-no,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,1,1,1,6,0,0,0,1,6,0,1
1652,0.198026,tcp,http,FIN,10,6,962,268,75.747629,254,252,34985.30469,9049.316406,2,1,20.501778,37.346199,1086.031642,63.125195,255,1504720235,1424931349,255,0.058303,0.011286,0.047017,96,45,1,0,2,1,1,1,1,1,0,0,1,1,1,0,1
1653,3.577953,tcp,pop3,FIN,60,296,2688,366322,99.21874,62,252,5911.759766,816299.125,7,146,60.643271,11.973996,3081.301302,1343.97163,255,7696662,2581864567,255,0.101483,0.026442,0.075041,45,1238,0,0,2,1,1,2,1,1,0,0,0,2,1,0,1
1654,0.000008,ipv6-no,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,1,1,1,6,0,0,0,1,6,0,1
1655,0.000003,bbn-rcc,-,INT,2,0,180,0,333333.3215,254,0,239999984,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1656,0.181291,tcp,http,FIN,10,6,924,268,82.739905,254,252,36714.45313,9884.660156,2,1,18.924,34.887801,1012.039123,60.946887,255,3771766140,3975040444,255,0.053074,0.006844,0.04623,92,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1
1657,1.561987,tcp,smtp,FIN,24,20,4791,1760,27.529038,62,252,23518.76172,8563.451172,9,8,67.912477,78.859,3537.047933,88.847797,255,1761369517,696105184,255,0.089281,0.062808,0.026473,200,88,0,0,1,1,1,1,1,1,0,0,0,2,1,0,1
1658,0.000008,ipv6-no,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,1,1,1,6,0,0,0,1,6,0,1
1659,0.000003,chaos,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1660,0.000005,udp,-,INT,2,0,168,0,200000.0051,254,0,134400000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,1
1661,0.501477,tcp,-,FIN,14,6,6830,268,37.888078,254,252,101189.0859,3573.444092,4,1,33.501307,85.126797,2077.857925,118.541703,255,3664970928,721704767,255,0.153557,0.075833,0.077724,488,45,0,0,5,1,1,1,1,5,0,0,0,1,5,0,1
1662,0.000003,chaos,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1663,0.000008,any,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,1
1664,0.186486,tcp,-,FIN,10,6,2044,268,80.43499,254,252,78933.53906,9609.299805,2,1,18.989778,35.939199,1017.947466,61.253504,255,2434829093,6748729,255,0.053145,0.006785,0.04636,204,45,0,0,2,1,1,1,1,1,0,0,0,1,1,0,1
1665,0.847379,tcp,-,FIN,10,8,1332,354,20.061861,254,252,11319.60938,2926.671387,2,1,80.302,109.739711,5460.278617,157.193359,255,2019042547,324936510,255,0.152746,0.079195,0.073551,133,44,0,0,5,1,1,1,1,5,0,0,0,1,6,0,1
1666,0.000003,chaos,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1667,0.000008,any,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,1
1668,0.000008,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1
1669,0.000009,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,84,0,0,0,2,2,1,1,1,2,0,0,0,1,5,0,1
1670,0.000008,any,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,1
1671,0.000006,egp,-,INT,2,0,180,0,166666.6608,254,0,119999992,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1672,0.921987,ospf,-,INT,20,0,1280,0,20.607666,254,0,10551.125,0,0,0,48.525633,0,52.253805,0,0,0,0,0,0,0,0,64,0,0,0,1,2,1,1,1,2,0,0,0,1,1,0,1
1673,0.000008,any,-,INT,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,1
1674,0.000006,egp,-,INT,2,0,180,0,166666.6608,254,0,119999992,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1675,0.921987,ospf,-,INT,20,0,1280,0,20.607666,254,0,10551.125,0,0,0,48.525633,0,52.253805,0,0,0,0,0,0,0,0,64,0,0,0,1,2,1,1,1,2,0,0,0,1,1,0,1
1676,0.935294,tcp,-,FIN,10,8,550,354,18.176103,254,252,4233.962891,2651.572754,2,1,97.825444,117.897,5515.795426,207.328734,255,559311153,1801358782,255,0.230096,0.11001,0.120086,55,44,0,0,3,1,1,1,1,3,0,0,0,1,3,0,1
1677,0.000006,egp,-,INT,2,0,180,0,166666.6608,254,0,119999992,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1678,0.921987,ospf,-,INT,20,0,1280,0,20.607666,254,0,10551.125,0,0,0,48.525633,0,52.253805,0,0,0,0,0,0,0,0,64,0,0,0,1,2,1,1,1,2,0,0,0,1,1,0,1
1679,0.000005,ipv6-opts,-,INT,2,0,200,0,200000.0051,254,0,160000000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,1
1680,0.80397,tcp,http,FIN,18,8,14098,354,31.095688,254,252,132492.5156,3084.692383,6,1,45.120707,100.783859,3681.399181,141.771516,255,2778304595,2474865246,255,0.181179,0.098479,0.0827,783,44,1,0,1,1,2,1,1,1,0,0,1,3,1,0,1
1681,0.000006,egp,-,INT,2,0,180,0,166666.6608,254,0,119999992,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1682,0.921987,ospf,-,INT,20,0,1280,0,20.607666,254,0,10551.125,0,0,0,48.525633,0,52.253805,0,0,0,0,0,0,0,0,64,0,0,0,1,2,1,1,1,2,0,0,0,1,1,0,1
1683,0.000009,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,84,0,0,0,3,2,1,1,1,1,0,0,0,3,1,0,1
1684,0.000005,ipv6-opts,-,INT,2,0,200,0,200000.0051,254,0,160000000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,1
1685,0.921987,ospf,-,INT,20,0,1280,0,20.607666,254,0,10551.125,0,0,0,48.525633,0,52.253805,0,0,0,0,0,0,0,0,64,0,0,0,1,2,1,1,1,2,0,0,0,1,1,0,1
1686,0.000006,egp,-,INT,2,0,180,0,166666.6608,254,0,119999992,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1687,0.896838,tcp,-,FIN,10,8,1972,354,18.955486,254,252,15833.40527,2765.270752,2,1,90.666667,108.428859,5598.151017,153.933141,255,917930112,3488840835,255,0.218701,0.137827,0.080874,197,44,0,0,6,1,1,1,1,7,0,0,0,1,6,0,1
1688,0.000005,ipv6-opts,-,INT,2,0,200,0,200000.0051,254,0,160000000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,1
1689,0.000011,udp,-,INT,2,0,754,0,90909.0902,254,0,274181824,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,377,0,0,0,43,2,10,10,2,40,0,0,0,10,39,0,1
1690,0.628322,tcp,-,FIN,10,6,2612,268,23.873109,254,252,29933.69531,2852.040771,2,1,62.767667,105.570203,3338.945377,154.949219,255,1928601956,2455839812,255,0.214252,0.10047,0.113782,261,45,0,0,4,1,2,2,2,4,0,0,0,2,4,0,1
1691,0.000002,emcon,-,INT,2,0,180,0,500000.0013,254,0,360000000,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1692,0.000005,ipv6-opts,-,INT,2,0,200,0,200000.0051,254,0,160000000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,1
1693,0.000009,sctp,-,INT,2,0,104,0,111111.1072,254,0,46222220,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,52,0,0,0,1,2,2,1,1,2,0,0,0,1,1,0,1
1694,0.000009,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,84,0,0,0,4,2,1,1,1,4,0,0,0,3,1,0,1
1695,0.000009,cftp,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,1,1,1,6,0,0,0,1,6,0,1
1696,0.000002,emcon,-,INT,2,0,180,0,500000.0013,254,0,360000000,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1697,0.000009,gre,-,INT,2,0,156,0,111111.1072,254,0,69333328,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,78,0,0,0,1,2,1,1,1,63,0,0,0,1,1,0,1
1698,0.000009,cftp,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,1,1,1,6,0,0,0,1,6,0,1
1699,0.000003,igp,-,INT,2,0,180,0,333333.3215,254,0,239999984,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1700,0.603647,tcp,http,FIN,10,6,786,268,24.84896,254,252,9382.967773,2968.622314,2,1,64.148111,102.538602,3247.031327,160.575219,255,3463969379,882590720,255,0.161712,0.09095,0.070762,79,45,1,0,2,1,1,1,1,1,0,0,1,2,1,0,1
1701,0.000009,gre,-,INT,2,0,156,0,111111.1072,254,0,69333328,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,78,0,0,0,1,2,1,1,1,63,0,0,0,1,1,0,1
1702,0.000009,cftp,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,1,1,1,6,0,0,0,1,6,0,1
1703,0.000003,igp,-,INT,2,0,180,0,333333.3215,254,0,239999984,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1704,0.000009,gre,-,INT,2,0,156,0,111111.1072,254,0,69333328,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,78,0,0,0,1,2,1,1,1,63,0,0,0,1,1,0,1
1705,0.000009,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,84,0,0,0,3,2,1,1,1,1,0,0,0,2,1,0,1
1706,0.000009,cftp,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,1,1,1,6,0,0,0,1,6,0,1
1707,0.000003,igp,-,INT,2,0,180,0,333333.3215,254,0,239999984,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1708,0.918221,tcp,-,FIN,10,8,564,354,18.514061,254,252,4425.949707,2700.874756,2,1,99.124222,121.869711,7041.69937,164.624469,255,2764846580,2429389062,255,0.134093,0.065128,0.068965,56,44,0,0,5,1,2,1,1,1,0,0,0,2,7,0,1
1709,0.000009,any,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,1
1710,0.000003,pup,-,INT,2,0,180,0,333333.3215,254,0,239999984,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1711,0.22943,tcp,http,FIN,10,8,874,2450,74.096673,62,252,27441.91992,74759.1875,2,2,25.492222,30.881143,1373.675152,55.07568,255,3568592487,389313084,255,0.055199,0.007567,0.047632,87,306,1,803,6,1,2,2,2,2,0,0,4,2,4,0,1
1712,0.47146,tcp,-,FIN,10,6,622,268,31.81606,254,252,9502.396484,3800.958496,2,1,50.489222,73.926,2581.196373,104.704688,255,3309549060,3250389483,255,0.156627,0.101824,0.054803,62,45,0,0,6,1,1,1,1,6,0,0,0,2,7,0,1
1713,0.000009,any,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,1
1714,0.662481,tcp,-,FIN,10,8,564,354,25.661113,254,252,6134.515625,3743.503418,2,1,73.609,90.465141,5563.499145,142.579797,255,3596334607,4007490854,255,0.072083,0.017662,0.054421,56,44,0,0,2,1,1,1,1,2,0,0,0,1,1,0,1
1715,0.000003,pup,-,INT,2,0,180,0,333333.3215,254,0,239999984,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1716,0.711522,tcp,-,FIN,10,6,718,268,21.081569,254,252,7274.546875,2518.544922,2,1,79.058,103.583797,3978.008444,188.103,255,3395673697,2970466395,255,0.225809,0.161957,0.063852,72,45,0,0,5,1,1,1,1,5,0,0,0,1,5,0,1
1717,0.000009,any,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,1
1718,0.227928,tcp,http,FIN,10,10,790,5630,83.359658,62,252,24955.25,177845.6406,2,3,25.325333,22.127889,1276.465854,1765.119384,255,867466352,3749034167,255,0.069238,0.014855,0.054383,79,563,1,2377,1,1,1,1,1,1,0,0,1,1,1,0,1
1719,0.000003,xnet,-,INT,2,0,180,0,333333.3215,254,0,239999984,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1720,0.000003,ippc,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,4,3,3,6,0,0,0,13,6,0,1
1721,51.671165,tcp,-,FIN,24,20,2152,1630,0.832186,254,252,319.404449,239.82428,7,4,2245.324219,2715.77125,324885.0189,10995.676,255,370557113,48213778,255,0.13691,0.071506,0.065404,90,82,0,0,3,1,2,2,2,3,0,0,0,2,3,0,1
1722,1.326109,tcp,pop3,FIN,24,48,1110,41996,53.540092,62,252,6418.77832,248076.125,7,22,57.656913,26.802575,3117.71005,2225.712513,255,582893030,810714965,255,0.096461,0.048428,0.048033,46,875,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
1723,0.000003,xnet,-,INT,2,0,180,0,333333.3215,254,0,239999984,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1724,0.000009,kryptolan,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,4,3,3,6,0,0,0,13,6,0,1
1725,4.152673,tcp,smtp,FIN,202,48,240122,2958,59.961382,62,252,460299.2188,5580.983887,98,8,20.863206,86.513641,2101.07872,100.952602,255,533359528,547618634,255,0.171062,0.086528,0.084534,1189,62,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
1726,1.894519,tcp,smtp,FIN,54,24,48315,2084,40.643562,62,252,200245.0313,8436.969727,24,8,35.745641,80.833391,3072.400422,115.717883,255,2299566059,727661163,255,0.053115,0.034522,0.018593,895,87,0,0,1,1,1,1,1,1,0,0,0,2,1,0,1
1727,0.000003,xnet,-,INT,2,0,180,0,333333.3215,254,0,239999984,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1728,0.971972,tcp,-,FIN,12,8,1012,726,19.547888,254,252,7638.080078,5234.71875,3,2,86.268815,120.55157,4402.803567,174.999875,255,1604244834,3979637972,255,0.210636,0.128102,0.082534,84,91,0,0,4,1,1,1,1,3,0,0,0,2,3,0,1
1729,0.000009,kryptolan,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,4,3,3,6,0,0,0,13,6,0,1
1730,0.169067,tcp,-,FIN,10,6,724,268,88.722225,254,252,30851.67578,10599.34863,2,1,17.765444,32.342199,955.576013,57.616785,255,1081979801,1553142192,255,0.051824,0.007347,0.044477,72,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
1731,0.000003,xnet,-,INT,2,0,180,0,333333.3215,254,0,239999984,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1732,0.860687,tcp,-,FIN,12,8,992,716,22.075388,254,252,8458.359375,5827.902344,3,2,74.362366,107.949859,3747.29076,144.87725,255,2449718802,2488416045,255,0.201758,0.105034,0.096724,83,90,0,0,7,1,2,2,2,3,0,0,0,4,3,0,1
1733,0.627473,tcp,-,FIN,10,8,564,354,27.092799,254,252,6476.772949,3952.361328,2,1,69.054333,88.250859,5416.800484,137.527391,255,1237271084,2119180084,255,0.056555,0.009708,0.046847,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
1734,0.000009,kryptolan,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,4,3,3,6,0,0,0,13,6,0,1
1735,0.000003,xnet,-,INT,2,0,180,0,333333.3215,254,0,239999984,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1736,4.413976,tcp,ftp,FIN,24,22,1284,1638,10.19489,62,252,2231.094971,2834.632324,7,9,191.911996,201.655469,12532.40966,435.266125,255,3288003341,3741884050,255,0.169928,0.073685,0.096243,54,74,0,0,1,1,2,1,1,2,1,1,0,3,1,0,1
